dst_name,subject,activity,trial,camera,frame_index,time_sec,src_path
0134_S13_A05_T03_C1_F000019.png,S13,5,T03,C1,19,1.02,"/scratch/21376026/UPFall/Subject13/Activity5/Trial3/Subject13Activity5Trial3Camera1/2018-07-11T12_48_43.778440.png"
0135_S13_A06_T01_C2_F000780.png,S13,6,T01,C2,780,44.679,"/scratch/21376026/UPFall/Subject13/Activity6/Trial1/Subject13Activity6Trial1Camera2/2018-07-11T12_50_04.036561.png"
0136_S13_A06_T02_C1_F000340.png,S13,6,T02,C1,340,19.84,"/scratch/21376026/UPFall/Subject13/Activity6/Trial2/Subject13Activity6Trial2Camera1/2018-07-11T12_50_42.604110.png"
0137_S13_A06_T02_C2_F000530.png,S13,6,T02,C2,530,31.148,"/scratch/21376026/UPFall/Subject13/Activity6/Trial2/Subject13Activity6Trial2Camera2/2018-07-11T12_50_53.911801.png"
0138_S13_A06_T03_C2_F000370.png,S13,6,T03,C2,370,20.936,"/scratch/21376026/UPFall/Subject13/Activity6/Trial3/Subject13Activity6Trial3Camera2/2018-07-11T12_51_47.576175.png"
0139_S13_A07_T02_C1_F000890.png,S13,7,T02,C1,890,47.168,"/scratch/21376026/UPFall/Subject13/Activity7/Trial2/Subject13Activity7Trial2Camera1/2018-07-11T12_54_43.544743.png"
0140_S13_A07_T02_C2_F000570.png,S13,7,T02,C2,570,29.905,"/scratch/21376026/UPFall/Subject13/Activity7/Trial2/Subject13Activity7Trial2Camera2/2018-07-11T12_54_26.281342.png"
0141_S13_A07_T03_C1_F000250.png,S13,7,T03,C1,250,13.714,"/scratch/21376026/UPFall/Subject13/Activity7/Trial3/Subject13Activity7Trial3Camera1/2018-07-11T12_55_14.561268.png"
0142_S13_A07_T03_C2_F000560.png,S13,7,T03,C2,560,30.782,"/scratch/21376026/UPFall/Subject13/Activity7/Trial3/Subject13Activity7Trial3Camera2/2018-07-11T12_55_31.629199.png"
0143_S13_A08_T01_C1_F000029.png,S13,8,T01,C1,29,1.574,"/scratch/21376026/UPFall/Subject13/Activity8/Trial1/Subject13Activity8Trial1Camera1/2018-07-11T12_56_18.965862.png"
0144_S13_A08_T01_C2_F000019.png,S13,8,T01,C2,19,1.018,"/scratch/21376026/UPFall/Subject13/Activity8/Trial1/Subject13Activity8Trial1Camera2/2018-07-11T12_56_18.410340.png"
0145_S13_A09_T01_C2_F000100.png,S13,9,T01,C2,100,5.621,"/scratch/21376026/UPFall/Subject13/Activity9/Trial1/Subject13Activity9Trial1Camera2/2018-07-11T13_00_23.925191.png"
0146_S13_A09_T02_C1_F000020.png,S13,9,T02,C1,20,1.115,"/scratch/21376026/UPFall/Subject13/Activity9/Trial2/Subject13Activity9Trial2Camera1/2018-07-11T13_00_35.148703.png"
0147_S13_A09_T02_C2_F000150.png,S13,9,T02,C2,150,8.488,"/scratch/21376026/UPFall/Subject13/Activity9/Trial2/Subject13Activity9Trial2Camera2/2018-07-11T13_00_42.522078.png"
0148_S14_A01_T01_C1_F000018.png,S14,1,T01,C1,18,1.002,"/scratch/21376026/UPFall/Subject14/Activity1/Trial1/Subject14Activity1Trial1Camera1/2018-07-11T10_52_25.393324.png"
0149_S14_A01_T03_C2_F000016.png,S14,1,T03,C2,16,1.02,"/scratch/21376026/UPFall/Subject14/Activity1/Trial3/Subject14Activity1Trial3Camera2/2018-07-11T10_53_06.605831.png"
0150_S14_A10_T01_C2_F000170.png,S14,10,T01,C2,170,10.367,"/scratch/21376026/UPFall/Subject14/Activity10/Trial1/Subject14Activity10Trial1Camera2/2018-07-11T11_11_40.266717.png"
0151_S14_A10_T03_C1_F000440.png,S14,10,T03,C1,440,25.48,"/scratch/21376026/UPFall/Subject14/Activity10/Trial3/Subject14Activity10Trial3Camera1/2018-07-11T11_13_35.784788.png"
0152_S14_A10_T03_C2_F000080.png,S14,10,T03,C2,80,4.467,"/scratch/21376026/UPFall/Subject14/Activity10/Trial3/Subject14Activity10Trial3Camera2/2018-07-11T11_13_14.771899.png"
0153_S14_A11_T01_C1_F000390.png,S14,11,T01,C1,390,22.487,"/scratch/21376026/UPFall/Subject14/Activity11/Trial1/Subject14Activity11Trial1Camera1/2018-07-11T11_14_40.693842.png"
0154_S14_A11_T01_C2_F000360.png,S14,11,T01,C2,360,20.831,"/scratch/21376026/UPFall/Subject14/Activity11/Trial1/Subject14Activity11Trial1Camera2/2018-07-11T11_14_39.037898.png"
0155_S14_A11_T02_C2_F000830.png,S14,11,T02,C2,830,52.153,"/scratch/21376026/UPFall/Subject14/Activity11/Trial2/Subject14Activity11Trial2Camera2/2018-07-11T11_16_14.299549.png"
0156_S14_A11_T03_C1_F000900.png,S14,11,T03,C1,900,54.782,"/scratch/21376026/UPFall/Subject14/Activity11/Trial3/Subject14Activity11Trial3Camera1/2018-07-11T11_17_22.213491.png"
0157_S14_A11_T03_C2_F000470.png,S14,11,T03,C2,470,29.251,"/scratch/21376026/UPFall/Subject14/Activity11/Trial3/Subject14Activity11Trial3Camera2/2018-07-11T11_16_56.683049.png"
0158_S14_A02_T02_C1_F000013.png,S14,2,T02,C1,13,1.005,"/scratch/21376026/UPFall/Subject14/Activity2/Trial2/Subject14Activity2Trial2Camera1/2018-07-11T10_53_47.797454.png"
0159_S14_A02_T02_C2_F000023.png,S14,2,T02,C2,23,1.562,"/scratch/21376026/UPFall/Subject14/Activity2/Trial2/Subject14Activity2Trial2Camera2/2018-07-11T10_53_48.354455.png"
0160_S14_A03_T01_C2_F000019.png,S14,3,T01,C2,19,1.041,"/scratch/21376026/UPFall/Subject14/Activity3/Trial1/Subject14Activity3Trial1Camera2/2018-07-11T10_54_47.355988.png"
0161_S14_A03_T02_C1_F000029.png,S14,3,T02,C1,29,1.551,"/scratch/21376026/UPFall/Subject14/Activity3/Trial2/Subject14Activity3Trial2Camera1/2018-07-11T10_55_05.951273.png"
0162_S14_A04_T01_C2_F000019.png,S14,4,T01,C2,19,1.067,"/scratch/21376026/UPFall/Subject14/Activity4/Trial1/Subject14Activity4Trial1Camera2/2018-07-11T10_56_17.125578.png"
0163_S14_A04_T03_C1_F000018.png,S14,4,T03,C1,18,1.016,"/scratch/21376026/UPFall/Subject14/Activity4/Trial3/Subject14Activity4Trial3Camera1/2018-07-11T10_57_08.105140.png"
0164_S14_A05_T01_C2_F000029.png,S14,5,T01,C2,29,1.566,"/scratch/21376026/UPFall/Subject14/Activity5/Trial1/Subject14Activity5Trial1Camera2/2018-07-11T10_57_36.467388.png"
0165_S14_A05_T02_C1_F000020.png,S14,5,T02,C1,20,1.017,"/scratch/21376026/UPFall/Subject14/Activity5/Trial2/Subject14Activity5Trial2Camera1/2018-07-11T10_57_53.931885.png"
0166_S14_A06_T01_C1_F000630.png,S14,6,T01,C1,630,36.887,"/scratch/21376026/UPFall/Subject14/Activity6/Trial1/Subject14Activity6Trial1Camera1/2018-07-11T10_59_13.198751.png"
0167_S14_A06_T02_C1_F000030.png,S14,6,T02,C1,30,1.707,"/scratch/21376026/UPFall/Subject14/Activity6/Trial2/Subject14Activity6Trial2Camera1/2018-07-11T10_59_41.156661.png"
0168_S14_A06_T02_C2_F000560.png,S14,6,T02,C2,560,32.877,"/scratch/21376026/UPFall/Subject14/Activity6/Trial2/Subject14Activity6Trial2Camera2/2018-07-11T11_00_12.326839.png"
0169_S14_A06_T03_C1_F000390.png,S14,6,T03,C1,390,22.734,"/scratch/21376026/UPFall/Subject14/Activity6/Trial3/Subject14Activity6Trial3Camera1/2018-07-11T11_01_06.168973.png"
0170_S14_A06_T03_C2_F000690.png,S14,6,T03,C2,690,38.953,"/scratch/21376026/UPFall/Subject14/Activity6/Trial3/Subject14Activity6Trial3Camera2/2018-07-11T11_01_22.387927.png"
0171_S14_A07_T01_C1_F000890.png,S14,7,T01,C1,890,48.111,"/scratch/21376026/UPFall/Subject14/Activity7/Trial1/Subject14Activity7Trial1Camera1/2018-07-11T11_03_11.577334.png"
0172_S14_A07_T02_C1_F000650.png,S14,7,T02,C1,650,36.2,"/scratch/21376026/UPFall/Subject14/Activity7/Trial2/Subject14Activity7Trial2Camera1/2018-07-11T11_04_04.109128.png"
0173_S14_A07_T03_C2_F000010.png,S14,7,T03,C2,10,0.547,"/scratch/21376026/UPFall/Subject14/Activity7/Trial3/Subject14Activity7Trial3Camera2/2018-07-11T11_04_32.374441.png"
0174_S14_A08_T01_C1_F000028.png,S14,8,T01,C1,28,1.565,"/scratch/21376026/UPFall/Subject14/Activity8/Trial1/Subject14Activity8Trial1Camera1/2018-07-11T11_05_55.010191.png"
0175_S14_A08_T01_C2_F000028.png,S14,8,T01,C2,28,1.565,"/scratch/21376026/UPFall/Subject14/Activity8/Trial1/Subject14Activity8Trial1Camera2/2018-07-11T11_05_55.010191.png"
0176_S14_A09_T02_C1_F000030.png,S14,9,T02,C1,30,1.795,"/scratch/21376026/UPFall/Subject14/Activity9/Trial2/Subject14Activity9Trial2Camera1/2018-07-11T11_10_09.336626.png"
0177_S14_A09_T02_C2_F000070.png,S14,9,T02,C2,70,3.834,"/scratch/21376026/UPFall/Subject14/Activity9/Trial2/Subject14Activity9Trial2Camera2/2018-07-11T11_10_11.375364.png"
0178_S15_A01_T01_C1_F000029.png,S15,1,T01,C1,29,1.595,"/scratch/21376026/UPFall/Subject15/Activity1/Trial1/Subject15Activity1Trial1Camera1/2018-07-11T17_48_47.851587.png"
0179_S15_A01_T03_C2_F000018.png,S15,1,T03,C2,18,1.034,"/scratch/21376026/UPFall/Subject15/Activity1/Trial3/Subject15Activity1Trial3Camera2/2018-07-11T17_49_28.432980.png"
0180_S15_A10_T03_C1_F000390.png,S15,10,T03,C1,390,23.189,"/scratch/21376026/UPFall/Subject15/Activity10/Trial3/Subject15Activity10Trial3Camera1/2018-07-11T18_13_48.343395.png"
0181_S15_A10_T03_C2_F000060.png,S15,10,T03,C2,60,3.858,"/scratch/21376026/UPFall/Subject15/Activity10/Trial3/Subject15Activity10Trial3Camera2/2018-07-11T18_13_29.013297.png"
0182_S15_A11_T01_C1_F000350.png,S15,11,T01,C1,350,20.691,"/scratch/21376026/UPFall/Subject15/Activity11/Trial1/Subject15Activity11Trial1Camera1/2018-07-11T18_14_49.457209.png"
0183_S15_A11_T01_C2_F000180.png,S15,11,T01,C2,180,10.648,"/scratch/21376026/UPFall/Subject15/Activity11/Trial1/Subject15Activity11Trial1Camera2/2018-07-11T18_14_39.414625.png"
0184_S15_A11_T02_C2_F000350.png,S15,11,T02,C2,350,21.193,"/scratch/21376026/UPFall/Subject15/Activity11/Trial2/Subject15Activity11Trial2Camera2/2018-07-11T18_15_59.856780.png"
0185_S15_A11_T03_C1_F000980.png,S15,11,T03,C1,980,53.097,"/scratch/21376026/UPFall/Subject15/Activity11/Trial3/Subject15Activity11Trial3Camera1/2018-07-11T18_17_35.496529.png"
0186_S15_A11_T03_C2_F000680.png,S15,11,T03,C2,680,36.285,"/scratch/21376026/UPFall/Subject15/Activity11/Trial3/Subject15Activity11Trial3Camera2/2018-07-11T18_17_18.684490.png"
0187_S15_A02_T03_C1_F000027.png,S15,2,T03,C1,27,1.579,"/scratch/21376026/UPFall/Subject15/Activity2/Trial3/Subject15Activity2Trial3Camera1/2018-07-11T17_51_09.163302.png"
0188_S15_A02_T03_C2_F000027.png,S15,2,T03,C2,27,1.579,"/scratch/21376026/UPFall/Subject15/Activity2/Trial3/Subject15Activity2Trial3Camera2/2018-07-11T17_51_09.163302.png"
0189_S15_A03_T03_C1_F000029.png,S15,3,T03,C1,29,1.575,"/scratch/21376026/UPFall/Subject15/Activity3/Trial3/Subject15Activity3Trial3Camera1/2018-07-11T17_52_46.740821.png"
0190_S15_A03_T03_C2_F000029.png,S15,3,T03,C2,29,1.575,"/scratch/21376026/UPFall/Subject15/Activity3/Trial3/Subject15Activity3Trial3Camera2/2018-07-11T17_52_46.740821.png"
0191_S15_A04_T02_C1_F000027.png,S15,4,T02,C1,27,1.546,"/scratch/21376026/UPFall/Subject15/Activity4/Trial2/Subject15Activity4Trial2Camera1/2018-07-11T17_54_33.569707.png"
0192_S15_A04_T03_C2_F000028.png,S15,4,T03,C2,28,1.59,"/scratch/21376026/UPFall/Subject15/Activity4/Trial3/Subject15Activity4Trial3Camera2/2018-07-11T17_55_00.054341.png"
0193_S15_A05_T02_C2_F000019.png,S15,5,T02,C2,19,1.023,"/scratch/21376026/UPFall/Subject15/Activity5/Trial2/Subject15Activity5Trial2Camera2/2018-07-11T17_55_43.124266.png"
0194_S15_A05_T03_C1_F000029.png,S15,5,T03,C1,29,1.609,"/scratch/21376026/UPFall/Subject15/Activity5/Trial3/Subject15Activity5Trial3Camera1/2018-07-11T17_56_04.431175.png"
0195_S15_A06_T01_C1_F000010.png,S15,6,T01,C1,10,0.573,"/scratch/21376026/UPFall/Subject15/Activity6/Trial1/Subject15Activity6Trial1Camera1/2018-07-11T17_56_37.961998.png"
0196_S15_A06_T01_C2_F000250.png,S15,6,T01,C2,250,13.854,"/scratch/21376026/UPFall/Subject15/Activity6/Trial1/Subject15Activity6Trial1Camera2/2018-07-11T17_56_51.243102.png"
0197_S15_A06_T02_C2_F000050.png,S15,6,T02,C2,50,2.838,"/scratch/21376026/UPFall/Subject15/Activity6/Trial2/Subject15Activity6Trial2Camera2/2018-07-11T17_57_45.011908.png"
0198_S15_A06_T03_C1_F000510.png,S15,6,T03,C1,510,28.807,"/scratch/21376026/UPFall/Subject15/Activity6/Trial3/Subject15Activity6Trial3Camera1/2018-07-11T17_59_15.962666.png"
0199_S15_A06_T03_C2_F000940.png,S15,6,T03,C2,940,52.994,"/scratch/21376026/UPFall/Subject15/Activity6/Trial3/Subject15Activity6Trial3Camera2/2018-07-11T17_59_40.149465.png"
0200_S15_A07_T01_C1_F000190.png,S15,7,T01,C1,190,11.035,"/scratch/21376026/UPFall/Subject15/Activity7/Trial1/Subject15Activity7Trial1Camera1/2018-07-11T18_00_36.917957.png"
0201_S15_A07_T02_C1_F000370.png,S15,7,T02,C1,370,21.442,"/scratch/21376026/UPFall/Subject15/Activity7/Trial2/Subject15Activity7Trial2Camera1/2018-07-11T18_02_08.238320.png"
0202_S15_A07_T03_C2_F000640.png,S15,7,T03,C2,640,36.389,"/scratch/21376026/UPFall/Subject15/Activity7/Trial3/Subject15Activity7Trial3Camera2/2018-07-11T18_03_26.629979.png"
0203_S15_A08_T02_C1_F000017.png,S15,8,T02,C1,17,1.016,"/scratch/21376026/UPFall/Subject15/Activity8/Trial2/Subject15Activity8Trial2Camera1/2018-07-11T18_05_35.761982.png"
0204_S15_A08_T02_C2_F000027.png,S15,8,T02,C2,27,1.527,"/scratch/21376026/UPFall/Subject15/Activity8/Trial2/Subject15Activity8Trial2Camera2/2018-07-11T18_05_36.272859.png"
0205_S15_A09_T02_C1_F000050.png,S15,9,T02,C1,50,2.908,"/scratch/21376026/UPFall/Subject15/Activity9/Trial2/Subject15Activity9Trial2Camera1/2018-07-11T18_10_22.446750.png"
0206_S15_A09_T02_C2_F000070.png,S15,9,T02,C2,70,4.08,"/scratch/21376026/UPFall/Subject15/Activity9/Trial2/Subject15Activity9Trial2Camera2/2018-07-11T18_10_23.618904.png"
0207_S16_A01_T02_C2_F000018.png,S16,1,T02,C2,18,1.03,"/scratch/21376026/UPFall/Subject16/Activity1/Trial2/Subject16Activity1Trial2Camera2/2018-07-12T10_53_29.828721.png"
0208_S16_A01_T03_C1_F000019.png,S16,1,T03,C1,19,1.011,"/scratch/21376026/UPFall/Subject16/Activity1/Trial3/Subject16Activity1Trial3Camera1/2018-07-12T10_54_39.190561.png"
0209_S16_A10_T01_C1_F000470.png,S16,10,T01,C1,470,29.274,"/scratch/21376026/UPFall/Subject16/Activity10/Trial1/Subject16Activity10Trial1Camera1/2018-07-12T11_12_48.135980.png"
0210_S16_A10_T02_C1_F000430.png,S16,10,T02,C1,430,26.833,"/scratch/21376026/UPFall/Subject16/Activity10/Trial2/Subject16Activity10Trial2Camera1/2018-07-12T11_13_38.439309.png"
0211_S16_A10_T03_C2_F000490.png,S16,10,T03,C2,490,29.645,"/scratch/21376026/UPFall/Subject16/Activity10/Trial3/Subject16Activity10Trial3Camera2/2018-07-12T11_14_28.736582.png"
0212_S16_A11_T01_C2_F000400.png,S16,11,T01,C2,400,24.374,"/scratch/21376026/UPFall/Subject16/Activity11/Trial1/Subject16Activity11Trial1Camera2/2018-07-12T11_15_15.837362.png"
0213_S16_A11_T02_C1_F000120.png,S16,11,T02,C1,120,7.29,"/scratch/21376026/UPFall/Subject16/Activity11/Trial2/Subject16Activity11Trial2Camera1/2018-07-12T11_16_02.643060.png"
0214_S16_A11_T02_C2_F000380.png,S16,11,T02,C2,380,23.07,"/scratch/21376026/UPFall/Subject16/Activity11/Trial2/Subject16Activity11Trial2Camera2/2018-07-12T11_16_18.422286.png"
0215_S16_A11_T03_C1_F000050.png,S16,11,T03,C1,50,3.373,"/scratch/21376026/UPFall/Subject16/Activity11/Trial3/Subject16Activity11Trial3Camera1/2018-07-12T11_17_07.295523.png"
0216_S16_A11_T03_C2_F000130.png,S16,11,T03,C2,130,8.478,"/scratch/21376026/UPFall/Subject16/Activity11/Trial3/Subject16Activity11Trial3Camera2/2018-07-12T11_17_12.400670.png"
0217_S16_A02_T01_C1_F000028.png,S16,2,T01,C1,28,1.598,"/scratch/21376026/UPFall/Subject16/Activity2/Trial1/Subject16Activity2Trial1Camera1/2018-07-12T10_54_59.445635.png"
0218_S16_A02_T01_C2_F000028.png,S16,2,T01,C2,28,1.598,"/scratch/21376026/UPFall/Subject16/Activity2/Trial1/Subject16Activity2Trial1Camera2/2018-07-12T10_54_59.445635.png"
0219_S16_A03_T01_C2_F000018.png,S16,3,T01,C2,18,1.032,"/scratch/21376026/UPFall/Subject16/Activity3/Trial1/Subject16Activity3Trial1Camera2/2018-07-12T10_55_58.061826.png"
0220_S16_A03_T03_C1_F000019.png,S16,3,T03,C1,19,1.052,"/scratch/21376026/UPFall/Subject16/Activity3/Trial3/Subject16Activity3Trial3Camera1/2018-07-12T10_56_43.066781.png"
0221_S16_A04_T02_C1_F000017.png,S16,4,T02,C1,17,1.029,"/scratch/21376026/UPFall/Subject16/Activity4/Trial2/Subject16Activity4Trial2Camera1/2018-07-12T10_57_30.692074.png"
0222_S16_A04_T03_C2_F000017.png,S16,4,T03,C2,17,1.0,"/scratch/21376026/UPFall/Subject16/Activity4/Trial3/Subject16Activity4Trial3Camera2/2018-07-12T10_57_49.116331.png"
0223_S16_A05_T01_C1_F000028.png,S16,5,T01,C1,28,1.635,"/scratch/21376026/UPFall/Subject16/Activity5/Trial1/Subject16Activity5Trial1Camera1/2018-07-12T10_58_15.130177.png"
0224_S16_A05_T02_C2_F000018.png,S16,5,T02,C2,18,1.059,"/scratch/21376026/UPFall/Subject16/Activity5/Trial2/Subject16Activity5Trial2Camera2/2018-07-12T10_58_31.769279.png"
0225_S16_A06_T01_C1_F000570.png,S16,6,T01,C1,570,35.325,"/scratch/21376026/UPFall/Subject16/Activity6/Trial1/Subject16Activity6Trial1Camera1/2018-07-12T10_59_49.636350.png"
0226_S16_A06_T01_C2_F000650.png,S16,6,T01,C2,650,39.997,"/scratch/21376026/UPFall/Subject16/Activity6/Trial1/Subject16Activity6Trial1Camera2/2018-07-12T10_59_54.308332.png"
0227_S16_A06_T02_C1_F000740.png,S16,6,T02,C1,740,46.351,"/scratch/21376026/UPFall/Subject16/Activity6/Trial2/Subject16Activity6Trial2Camera1/2018-07-12T11_01_02.927938.png"
0228_S16_A06_T03_C2_F000100.png,S16,6,T03,C2,100,6.118,"/scratch/21376026/UPFall/Subject16/Activity6/Trial3/Subject16Activity6Trial3Camera2/2018-07-12T11_01_26.757994.png"
0229_S16_A07_T01_C2_F000480.png,S16,7,T01,C2,480,28.49,"/scratch/21376026/UPFall/Subject16/Activity7/Trial1/Subject16Activity7Trial1Camera2/2018-07-12T11_03_07.252146.png"
0230_S16_A07_T02_C1_F000860.png,S16,7,T02,C1,860,52.268,"/scratch/21376026/UPFall/Subject16/Activity7/Trial2/Subject16Activity7Trial2Camera1/2018-07-12T11_04_49.805199.png"
0231_S16_A07_T03_C1_F000810.png,S16,7,T03,C1,810,48.716,"/scratch/21376026/UPFall/Subject16/Activity7/Trial3/Subject16Activity7Trial3Camera1/2018-07-12T11_05_48.352194.png"
0232_S16_A07_T03_C2_F000890.png,S16,7,T03,C2,890,54.232,"/scratch/21376026/UPFall/Subject16/Activity7/Trial3/Subject16Activity7Trial3Camera2/2018-07-12T11_05_53.868282.png"
0233_S16_A08_T01_C1_F000028.png,S16,8,T01,C1,28,1.674,"/scratch/21376026/UPFall/Subject16/Activity8/Trial1/Subject16Activity8Trial1Camera1/2018-07-12T11_06_16.931238.png"
0234_S16_A08_T01_C2_F000018.png,S16,8,T01,C2,18,1.049,"/scratch/21376026/UPFall/Subject16/Activity8/Trial1/Subject16Activity8Trial1Camera2/2018-07-12T11_06_16.305570.png"
0235_S16_A09_T02_C2_F000030.png,S16,9,T02,C2,30,1.827,"/scratch/21376026/UPFall/Subject16/Activity9/Trial2/Subject16Activity9Trial2Camera2/2018-07-12T11_11_07.607732.png"
0236_S16_A09_T03_C1_F000130.png,S16,9,T03,C1,130,9.163,"/scratch/21376026/UPFall/Subject16/Activity9/Trial3/Subject16Activity9Trial3Camera1/2018-07-12T11_11_31.239071.png"
0237_S17_A01_T03_C1_F000028.png,S17,1,T03,C1,28,1.622,"/scratch/21376026/UPFall/Subject17/Activity1/Trial3/Subject17Activity1Trial3Camera1/2018-07-12T11_54_55.679163.png"
0238_S17_A01_T03_C2_F000028.png,S17,1,T03,C2,28,1.622,"/scratch/21376026/UPFall/Subject17/Activity1/Trial3/Subject17Activity1Trial3Camera2/2018-07-12T11_54_55.679163.png"
0239_S17_A10_T01_C2_F000040.png,S17,10,T01,C2,40,2.174,"/scratch/21376026/UPFall/Subject17/Activity10/Trial1/Subject17Activity10Trial1Camera2/2018-07-12T12_13_13.973735.png"
0240_S17_A10_T03_C1_F000020.png,S17,10,T03,C1,20,1.229,"/scratch/21376026/UPFall/Subject17/Activity10/Trial3/Subject17Activity10Trial3Camera1/2018-07-12T12_14_23.937516.png"
0241_S17_A10_T03_C2_F000380.png,S17,10,T03,C2,380,21.057,"/scratch/21376026/UPFall/Subject17/Activity10/Trial3/Subject17Activity10Trial3Camera2/2018-07-12T12_14_43.765773.png"
0242_S17_A11_T01_C2_F000900.png,S17,11,T01,C2,900,51.199,"/scratch/21376026/UPFall/Subject17/Activity11/Trial1/Subject17Activity11Trial1Camera2/2018-07-12T12_16_08.529101.png"
0243_S17_A11_T02_C1_F000080.png,S17,11,T02,C1,80,5.094,"/scratch/21376026/UPFall/Subject17/Activity11/Trial2/Subject17Activity11Trial2Camera1/2018-07-12T12_16_29.600756.png"
0244_S17_A11_T02_C2_F000540.png,S17,11,T02,C2,540,31.418,"/scratch/21376026/UPFall/Subject17/Activity11/Trial2/Subject17Activity11Trial2Camera2/2018-07-12T12_16_55.925289.png"
0245_S17_A11_T03_C1_F000570.png,S17,11,T03,C1,570,32.378,"/scratch/21376026/UPFall/Subject17/Activity11/Trial3/Subject17Activity11Trial3Camera1/2018-07-12T12_18_01.473448.png"
0246_S17_A02_T01_C1_F000026.png,S17,2,T01,C1,26,1.555,"/scratch/21376026/UPFall/Subject17/Activity2/Trial1/Subject17Activity2Trial1Camera1/2018-07-12T11_55_52.088364.png"
0247_S17_A02_T01_C2_F000016.png,S17,2,T01,C2,16,1.006,"/scratch/21376026/UPFall/Subject17/Activity2/Trial1/Subject17Activity2Trial1Camera2/2018-07-12T11_55_51.539902.png"
0248_S17_A03_T01_C1_F000031.png,S17,3,T01,C1,31,1.65,"/scratch/21376026/UPFall/Subject17/Activity3/Trial1/Subject17Activity3Trial1Camera1/2018-07-12T11_57_10.661950.png"
0249_S17_A03_T01_C2_F000031.png,S17,3,T01,C2,31,1.65,"/scratch/21376026/UPFall/Subject17/Activity3/Trial1/Subject17Activity3Trial1Camera2/2018-07-12T11_57_10.661950.png"
0250_S17_A04_T01_C2_F000019.png,S17,4,T01,C2,19,1.029,"/scratch/21376026/UPFall/Subject17/Activity4/Trial1/Subject17Activity4Trial1Camera2/2018-07-12T11_58_11.239343.png"
0251_S17_A04_T02_C1_F000028.png,S17,4,T02,C1,28,1.602,"/scratch/21376026/UPFall/Subject17/Activity4/Trial2/Subject17Activity4Trial2Camera1/2018-07-12T11_58_28.961718.png"
0252_S17_A05_T01_C2_F000030.png,S17,5,T01,C2,30,1.663,"/scratch/21376026/UPFall/Subject17/Activity5/Trial1/Subject17Activity5Trial1Camera2/2018-07-12T11_59_37.955564.png"
0253_S17_A05_T02_C1_F000016.png,S17,5,T02,C1,16,1.019,"/scratch/21376026/UPFall/Subject17/Activity5/Trial2/Subject17Activity5Trial2Camera1/2018-07-12T11_59_54.167944.png"
0254_S17_A06_T01_C1_F000170.png,S17,6,T01,C1,170,9.329,"/scratch/21376026/UPFall/Subject17/Activity6/Trial1/Subject17Activity6Trial1Camera1/2018-07-12T12_00_47.494749.png"
0255_S17_A06_T02_C1_F000230.png,S17,6,T02,C1,230,12.704,"/scratch/21376026/UPFall/Subject17/Activity6/Trial2/Subject17Activity6Trial2Camera1/2018-07-12T12_01_54.634620.png"
0256_S17_A06_T02_C2_F000450.png,S17,6,T02,C2,450,24.947,"/scratch/21376026/UPFall/Subject17/Activity6/Trial2/Subject17Activity6Trial2Camera2/2018-07-12T12_02_06.878013.png"
0257_S17_A06_T03_C1_F000010.png,S17,6,T03,C1,10,0.559,"/scratch/21376026/UPFall/Subject17/Activity6/Trial3/Subject17Activity6Trial3Camera1/2018-07-12T12_02_46.202198.png"
0258_S17_A06_T03_C2_F000850.png,S17,6,T03,C2,850,47.15,"/scratch/21376026/UPFall/Subject17/Activity6/Trial3/Subject17Activity6Trial3Camera2/2018-07-12T12_03_32.792820.png"
0259_S17_A07_T02_C1_F000370.png,S17,7,T02,C1,370,21.317,"/scratch/21376026/UPFall/Subject17/Activity7/Trial2/Subject17Activity7Trial2Camera1/2018-07-12T12_05_45.173773.png"
0260_S17_A07_T02_C2_F000300.png,S17,7,T02,C2,300,17.408,"/scratch/21376026/UPFall/Subject17/Activity7/Trial2/Subject17Activity7Trial2Camera2/2018-07-12T12_05_41.265539.png"
0261_S17_A07_T03_C1_F000500.png,S17,7,T03,C1,500,29.37,"/scratch/21376026/UPFall/Subject17/Activity7/Trial3/Subject17Activity7Trial3Camera1/2018-07-12T12_06_56.794404.png"
0262_S17_A07_T03_C2_F000440.png,S17,7,T03,C2,440,26.03,"/scratch/21376026/UPFall/Subject17/Activity7/Trial3/Subject17Activity7Trial3Camera2/2018-07-12T12_06_53.454978.png"
0263_S17_A08_T02_C1_F000016.png,S17,8,T02,C1,16,1.198,"/scratch/21376026/UPFall/Subject17/Activity8/Trial2/Subject17Activity8Trial2Camera1/2018-07-12T12_08_49.915640.png"
0264_S17_A08_T03_C2_F000029.png,S17,8,T03,C2,29,1.59,"/scratch/21376026/UPFall/Subject17/Activity8/Trial3/Subject17Activity8Trial3Camera2/2018-07-12T12_09_54.981564.png"
0265_S17_A09_T01_C1_F000050.png,S17,9,T01,C1,50,2.739,"/scratch/21376026/UPFall/Subject17/Activity9/Trial1/Subject17Activity9Trial1Camera1/2018-07-12T12_11_58.034869.png"
0266_S17_A09_T01_C2_F000180.png,S17,9,T01,C2,180,9.907,"/scratch/21376026/UPFall/Subject17/Activity9/Trial1/Subject17Activity9Trial1Camera2/2018-07-12T12_12_05.203441.png"
0267_S02_A01_T02_C2_F000018.png,S02,1,T02,C2,18,1.032,"/scratch/21376026/UPFall/Subject2/Activity1/Trial2/Subject2Activity1Trial2Camera2/2018-07-11T13_39_56.866580.png"
